file,expected,transcribed,expected_norm,transcribed_norm,cer,wer,mer,wil,wip,hits,substitutions,deletions,insertions,ops,truth,hypothesis
turn_201_P.wav,Uh for the last seven years.,for the last seven years,uh for the last seven years,for the last seven years,0.1111111111111111,0.16666666666666666,0.16666666666666666,0.16666666666666663,0.8333333333333334,5,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=6, hyp_start_idx=0, hyp_end_idx=5)]]","[['uh', 'for', 'the', 'last', 'seven', 'years']]","[['for', 'the', 'last', 'seven', 'years']]"
turn_2020_P.wav,"No, I've never tried that.",no i've never tried that,no ive never tried that,no ive never tried that,0.0,0.0,0.0,0.0,1.0,5,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]]","[['no', 'ive', 'never', 'tried', 'that']]","[['no', 'ive', 'never', 'tried', 'that']]"
turn_2021_D.wav,OK. And do you smoke cigarettes?,okay and do you smoke cigarettes,ok and do you smoke cigarettes,okay and do you smoke cigarettes,0.06666666666666667,0.16666666666666666,0.16666666666666666,0.30555555555555547,0.6944444444444445,5,1,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=6, hyp_start_idx=1, hyp_end_idx=6)]]","[['ok', 'and', 'do', 'you', 'smoke', 'cigarettes']]","[['okay', 'and', 'do', 'you', 'smoke', 'cigarettes']]"
turn_2022_P.wav,"Uhm, No, I don't.",the woman and in no i don't,uhm no i dont,the woman and in no i dont,1.0769230769230769,1.0,0.5714285714285714,0.6785714285714286,0.3214285714285714,3,1,0,3,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=3), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=3, hyp_end_idx=4), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=4, hyp_start_idx=4, hyp_end_idx=7)]]","[['uhm', 'no', 'i', 'dont']]","[['the', 'woman', 'and', 'in', 'no', 'i', 'dont']]"
turn_2023_D.wav,"OK, I'm OK so. Oh, and uh in the family are there any history of heart or lung conditions?",okay i'm okay so oh and in the family are there any history of heart or lung conditions,ok im ok so oh and uh in the family are there any history of heart or lung conditions,okay im okay so oh and in the family are there any history of heart or lung conditions,0.08235294117647059,0.15789473684210525,0.15789473684210525,0.2514619883040936,0.7485380116959064,16,2,1,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=2, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3), AlignmentChunk(type='equal', ref_start_idx=3, ref_end_idx=6, hyp_start_idx=3, hyp_end_idx=6), AlignmentChunk(type='delete', ref_start_idx=6, ref_end_idx=7, hyp_start_idx=6, hyp_end_idx=6), AlignmentChunk(type='equal', ref_start_idx=7, ref_end_idx=19, hyp_start_idx=6, hyp_end_idx=18)]]","[['ok', 'im', 'ok', 'so', 'oh', 'and', 'uh', 'in', 'the', 'family', 'are', 'there', 'any', 'history', 'of', 'heart', 'or', 'lung', 'conditions']]","[['okay', 'im', 'okay', 'so', 'oh', 'and', 'in', 'the', 'family', 'are', 'there', 'any', 'history', 'of', 'heart', 'or', 'lung', 'conditions']]"
turn_2024_P.wav,"Um so I don't know about heart or lung conditions, but uh my Mother had a stroke in her late 60s and my Father is pretty healthy.",so i don't know about heart or lung conditions but i'm my mother had a stroke in her late sixties and my father is pretty healthy,um so i dont know about heart or lung conditions but uh my mother had a stroke in her late 60s and my father is pretty healthy,so i dont know about heart or lung conditions but im my mother had a stroke in her late sixties and my father is pretty healthy,0.0873015873015873,0.1111111111111111,0.1111111111111111,0.17948717948717952,0.8205128205128205,24,2,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=11, hyp_start_idx=0, hyp_end_idx=10), AlignmentChunk(type='substitute', ref_start_idx=11, ref_end_idx=12, hyp_start_idx=10, hyp_end_idx=11), AlignmentChunk(type='equal', ref_start_idx=12, ref_end_idx=20, hyp_start_idx=11, hyp_end_idx=19), AlignmentChunk(type='substitute', ref_start_idx=20, ref_end_idx=21, hyp_start_idx=19, hyp_end_idx=20), AlignmentChunk(type='equal', ref_start_idx=21, ref_end_idx=27, hyp_start_idx=20, hyp_end_idx=26)]]","[['um', 'so', 'i', 'dont', 'know', 'about', 'heart', 'or', 'lung', 'conditions', 'but', 'uh', 'my', 'mother', 'had', 'a', 'stroke', 'in', 'her', 'late', '60s', 'and', 'my', 'father', 'is', 'pretty', 'healthy']]","[['so', 'i', 'dont', 'know', 'about', 'heart', 'or', 'lung', 'conditions', 'but', 'im', 'my', 'mother', 'had', 'a', 'stroke', 'in', 'her', 'late', 'sixties', 'and', 'my', 'father', 'is', 'pretty', 'healthy']]"
turn_2025_D.wav,OK. Has there been any blood clots in the family before?,okay a has there been any blood clots in the family before,ok has there been any blood clots in the family before,okay a has there been any blood clots in the family before,0.07407407407407407,0.18181818181818182,0.16666666666666666,0.24242424242424243,0.7575757575757576,10,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=11, hyp_start_idx=2, hyp_end_idx=12)]]","[['ok', 'has', 'there', 'been', 'any', 'blood', 'clots', 'in', 'the', 'family', 'before']]","[['okay', 'a', 'has', 'there', 'been', 'any', 'blood', 'clots', 'in', 'the', 'family', 'before']]"
turn_2026_P.wav,"I'm not sure about blood clots, but my mother had a stroke that's, is that kind of like a blood clot?",not sure about blood clots but my mother had a stroke that's is that kind of like a blood clot,im not sure about blood clots but my mother had a stroke thats is that kind of like a blood clot,not sure about blood clots but my mother had a stroke thats is that kind of like a blood clot,0.03125,0.047619047619047616,0.047619047619047616,0.04761904761904767,0.9523809523809523,20,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=21, hyp_start_idx=0, hyp_end_idx=20)]]","[['im', 'not', 'sure', 'about', 'blood', 'clots', 'but', 'my', 'mother', 'had', 'a', 'stroke', 'thats', 'is', 'that', 'kind', 'of', 'like', 'a', 'blood', 'clot']]","[['not', 'sure', 'about', 'blood', 'clots', 'but', 'my', 'mother', 'had', 'a', 'stroke', 'thats', 'is', 'that', 'kind', 'of', 'like', 'a', 'blood', 'clot']]"
turn_2027_D.wav,"It could be, a stroke could have had many different type of types of causes for it, and one of them could be 'cause caused by blood clot. But I wouldn't be able to say for sure.",it could be a stroke could have had many different type of types of causes for it and one of them could be has caused by blood clot but i wouldn't be able to say for sure,it could be a stroke could have had many different type of types of causes for it and one of them could be cause caused by blood clot but i wouldnt be able to say for sure,it could be a stroke could have had many different type of types of causes for it and one of them could be has caused by blood clot but i wouldnt be able to say for sure,0.017543859649122806,0.02702702702702703,0.02702702702702703,0.05332359386413432,0.9466764061358657,36,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=23, hyp_start_idx=0, hyp_end_idx=23), AlignmentChunk(type='substitute', ref_start_idx=23, ref_end_idx=24, hyp_start_idx=23, hyp_end_idx=24), AlignmentChunk(type='equal', ref_start_idx=24, ref_end_idx=37, hyp_start_idx=24, hyp_end_idx=37)]]","[['it', 'could', 'be', 'a', 'stroke', 'could', 'have', 'had', 'many', 'different', 'type', 'of', 'types', 'of', 'causes', 'for', 'it', 'and', 'one', 'of', 'them', 'could', 'be', 'cause', 'caused', 'by', 'blood', 'clot', 'but', 'i', 'wouldnt', 'be', 'able', 'to', 'say', 'for', 'sure']]","[['it', 'could', 'be', 'a', 'stroke', 'could', 'have', 'had', 'many', 'different', 'type', 'of', 'types', 'of', 'causes', 'for', 'it', 'and', 'one', 'of', 'them', 'could', 'be', 'has', 'caused', 'by', 'blood', 'clot', 'but', 'i', 'wouldnt', 'be', 'able', 'to', 'say', 'for', 'sure']]"
turn_2028_P.wav,OK.,okay one,ok,okay one,3.0,2.0,1.0,1.0,0.0,0,1,0,1,"[[AlignmentChunk(type='insert', ref_start_idx=0, ref_end_idx=0, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=1, hyp_end_idx=2)]]",[['ok']],"[['okay', 'one']]"
turn_2029_D.wav,"Just because, yeah, there are so many different types or reasons for for having a stroke .",just because yeah there are so many different types of reasons for for having a stroke,just because yeah there are so many different types or reasons for for having a stroke,just because yeah there are so many different types of reasons for for having a stroke,0.011627906976744186,0.0625,0.0625,0.12109375,0.87890625,15,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=9, hyp_start_idx=0, hyp_end_idx=9), AlignmentChunk(type='substitute', ref_start_idx=9, ref_end_idx=10, hyp_start_idx=9, hyp_end_idx=10), AlignmentChunk(type='equal', ref_start_idx=10, ref_end_idx=16, hyp_start_idx=10, hyp_end_idx=16)]]","[['just', 'because', 'yeah', 'there', 'are', 'so', 'many', 'different', 'types', 'or', 'reasons', 'for', 'for', 'having', 'a', 'stroke']]","[['just', 'because', 'yeah', 'there', 'are', 'so', 'many', 'different', 'types', 'of', 'reasons', 'for', 'for', 'having', 'a', 'stroke']]"
turn_202_D.wav,"Seven years, OK.",seven years okay,seven years ok,seven years okay,0.14285714285714285,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,2,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]]","[['seven', 'years', 'ok']]","[['seven', 'years', 'okay']]"
turn_2030_P.wav,I see OK.,i see okay,i see ok,i see okay,0.25,0.3333333333333333,0.3333333333333333,0.5555555555555556,0.4444444444444444,2,1,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='substitute', ref_start_idx=2, ref_end_idx=3, hyp_start_idx=2, hyp_end_idx=3)]]","[['i', 'see', 'ok']]","[['i', 'see', 'okay']]"
turn_2031_D.wav,"So yeah, so you mentioned your leg has some swelling, um do you feel as though there's any any like temperature change to your calf like is it hot?",the yeah so you mentioned your leg has some swelling i'm do you feel as though there's any and me like temperature change to your calf like is it hot,so yeah so you mentioned your leg has some swelling um do you feel as though theres any any like temperature change to your calf like is it hot,the yeah so you mentioned your leg has some swelling im do you feel as though theres any and me like temperature change to your calf like is it hot,0.055944055944055944,0.13793103448275862,0.13333333333333333,0.22298850574712636,0.7770114942528736,26,3,0,1,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=1, hyp_end_idx=10), AlignmentChunk(type='substitute', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=10, hyp_end_idx=11), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=18, hyp_start_idx=11, hyp_end_idx=18), AlignmentChunk(type='insert', ref_start_idx=18, ref_end_idx=18, hyp_start_idx=18, hyp_end_idx=19), AlignmentChunk(type='substitute', ref_start_idx=18, ref_end_idx=19, hyp_start_idx=19, hyp_end_idx=20), AlignmentChunk(type='equal', ref_start_idx=19, ref_end_idx=29, hyp_start_idx=20, hyp_end_idx=30)]]","[['so', 'yeah', 'so', 'you', 'mentioned', 'your', 'leg', 'has', 'some', 'swelling', 'um', 'do', 'you', 'feel', 'as', 'though', 'theres', 'any', 'any', 'like', 'temperature', 'change', 'to', 'your', 'calf', 'like', 'is', 'it', 'hot']]","[['the', 'yeah', 'so', 'you', 'mentioned', 'your', 'leg', 'has', 'some', 'swelling', 'im', 'do', 'you', 'feel', 'as', 'though', 'theres', 'any', 'and', 'me', 'like', 'temperature', 'change', 'to', 'your', 'calf', 'like', 'is', 'it', 'hot']]"
turn_2032_P.wav,"Uhm, I think I I don't know if it's maybe a little bit warm, but definitely swollen.",i think i i don't know if it's maybe a little bit warm but definitely swollen,uhm i think i i dont know if its maybe a little bit warm but definitely swollen,i think i i dont know if its maybe a little bit warm but definitely swollen,0.05063291139240506,0.058823529411764705,0.058823529411764705,0.05882352941176472,0.9411764705882353,16,0,1,0,"[[AlignmentChunk(type='delete', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=0), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=17, hyp_start_idx=0, hyp_end_idx=16)]]","[['uhm', 'i', 'think', 'i', 'i', 'dont', 'know', 'if', 'its', 'maybe', 'a', 'little', 'bit', 'warm', 'but', 'definitely', 'swollen']]","[['i', 'think', 'i', 'i', 'dont', 'know', 'if', 'its', 'maybe', 'a', 'little', 'bit', 'warm', 'but', 'definitely', 'swollen']]"
turn_2033_D.wav,"OK, and do you feel, is there any pain to palpation? Like if you touch your calf or something like that is there pain?",okay and do you feel is there any pain to pile patient like if you touch your calf or something like that is their pain,ok and do you feel is there any pain to palpation like if you touch your calf or something like that is there pain,okay and do you feel is there any pain to pile patient like if you touch your calf or something like that is their pain,0.07894736842105263,0.16666666666666666,0.16,0.265,0.735,21,3,0,1,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=10, hyp_start_idx=1, hyp_end_idx=10), AlignmentChunk(type='insert', ref_start_idx=10, ref_end_idx=10, hyp_start_idx=10, hyp_end_idx=11), AlignmentChunk(type='substitute', ref_start_idx=10, ref_end_idx=11, hyp_start_idx=11, hyp_end_idx=12), AlignmentChunk(type='equal', ref_start_idx=11, ref_end_idx=22, hyp_start_idx=12, hyp_end_idx=23), AlignmentChunk(type='substitute', ref_start_idx=22, ref_end_idx=23, hyp_start_idx=23, hyp_end_idx=24), AlignmentChunk(type='equal', ref_start_idx=23, ref_end_idx=24, hyp_start_idx=24, hyp_end_idx=25)]]","[['ok', 'and', 'do', 'you', 'feel', 'is', 'there', 'any', 'pain', 'to', 'palpation', 'like', 'if', 'you', 'touch', 'your', 'calf', 'or', 'something', 'like', 'that', 'is', 'there', 'pain']]","[['okay', 'and', 'do', 'you', 'feel', 'is', 'there', 'any', 'pain', 'to', 'pile', 'patient', 'like', 'if', 'you', 'touch', 'your', 'calf', 'or', 'something', 'like', 'that', 'is', 'their', 'pain']]"
turn_2034_P.wav,Yeah if I touch my right calf it's painful and then if I press down on it's really painful and then just on the outside of my right knee if I touch or press down it really hurts as well.,yeah if i touch my right calf it's painful and then if i press down on it's really painful and then just on the outside of my right knee if i touch or press down it really hurts as well,yeah if i touch my right calf its painful and then if i press down on its really painful and then just on the outside of my right knee if i touch or press down it really hurts as well,yeah if i touch my right calf its painful and then if i press down on its really painful and then just on the outside of my right knee if i touch or press down it really hurts as well,0.0,0.0,0.0,0.0,1.0,40,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=40, hyp_start_idx=0, hyp_end_idx=40)]]","[['yeah', 'if', 'i', 'touch', 'my', 'right', 'calf', 'its', 'painful', 'and', 'then', 'if', 'i', 'press', 'down', 'on', 'its', 'really', 'painful', 'and', 'then', 'just', 'on', 'the', 'outside', 'of', 'my', 'right', 'knee', 'if', 'i', 'touch', 'or', 'press', 'down', 'it', 'really', 'hurts', 'as', 'well']]","[['yeah', 'if', 'i', 'touch', 'my', 'right', 'calf', 'its', 'painful', 'and', 'then', 'if', 'i', 'press', 'down', 'on', 'its', 'really', 'painful', 'and', 'then', 'just', 'on', 'the', 'outside', 'of', 'my', 'right', 'knee', 'if', 'i', 'touch', 'or', 'press', 'down', 'it', 'really', 'hurts', 'as', 'well']]"
turn_2035_D.wav,"OK. And if you move your foot so it yeah, if you dorsiflex your ankle. Or bending your your toe up towards your nose, do you end up getting any calf pain? Doing the Homan test.",okay and if you move your foot so it yeah if you dorsa flex your ankle or bending your your toe up towards your nose do you end up getting any cough pain doing the home and test,ok and if you move your foot so it yeah if you dorsiflex your ankle or bending your your toe up towards your nose do you end up getting any calf pain doing the homan test,okay and if you move your foot so it yeah if you dorsa flex your ankle or bending your your toe up towards your nose do you end up getting any cough pain doing the home and test,0.06470588235294118,0.16666666666666666,0.15789473684210525,0.2514619883040936,0.7485380116959064,32,4,0,2,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=1, hyp_start_idx=0, hyp_end_idx=1), AlignmentChunk(type='equal', ref_start_idx=1, ref_end_idx=12, hyp_start_idx=1, hyp_end_idx=12), AlignmentChunk(type='insert', ref_start_idx=12, ref_end_idx=12, hyp_start_idx=12, hyp_end_idx=13), AlignmentChunk(type='substitute', ref_start_idx=12, ref_end_idx=13, hyp_start_idx=13, hyp_end_idx=14), AlignmentChunk(type='equal', ref_start_idx=13, ref_end_idx=30, hyp_start_idx=14, hyp_end_idx=31), AlignmentChunk(type='substitute', ref_start_idx=30, ref_end_idx=31, hyp_start_idx=31, hyp_end_idx=32), AlignmentChunk(type='equal', ref_start_idx=31, ref_end_idx=34, hyp_start_idx=32, hyp_end_idx=35), AlignmentChunk(type='insert', ref_start_idx=34, ref_end_idx=34, hyp_start_idx=35, hyp_end_idx=36), AlignmentChunk(type='substitute', ref_start_idx=34, ref_end_idx=35, hyp_start_idx=36, hyp_end_idx=37), AlignmentChunk(type='equal', ref_start_idx=35, ref_end_idx=36, hyp_start_idx=37, hyp_end_idx=38)]]","[['ok', 'and', 'if', 'you', 'move', 'your', 'foot', 'so', 'it', 'yeah', 'if', 'you', 'dorsiflex', 'your', 'ankle', 'or', 'bending', 'your', 'your', 'toe', 'up', 'towards', 'your', 'nose', 'do', 'you', 'end', 'up', 'getting', 'any', 'calf', 'pain', 'doing', 'the', 'homan', 'test']]","[['okay', 'and', 'if', 'you', 'move', 'your', 'foot', 'so', 'it', 'yeah', 'if', 'you', 'dorsa', 'flex', 'your', 'ankle', 'or', 'bending', 'your', 'your', 'toe', 'up', 'towards', 'your', 'nose', 'do', 'you', 'end', 'up', 'getting', 'any', 'cough', 'pain', 'doing', 'the', 'home', 'and', 'test']]"
turn_2036_P.wav,"Yeah, yeah I'll try that. And yeah, I think it definitely hurts. When I when I move my or point my toes towards my nose.",yeah yeah i'll try that and yeah i think it definitely hurts when i when i move my or point my toes towards my nose,yeah yeah ill try that and yeah i think it definitely hurts when i when i move my or point my toes towards my nose,yeah yeah ill try that and yeah i think it definitely hurts when i when i move my or point my toes towards my nose,0.0,0.0,0.0,0.0,1.0,25,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=25, hyp_start_idx=0, hyp_end_idx=25)]]","[['yeah', 'yeah', 'ill', 'try', 'that', 'and', 'yeah', 'i', 'think', 'it', 'definitely', 'hurts', 'when', 'i', 'when', 'i', 'move', 'my', 'or', 'point', 'my', 'toes', 'towards', 'my', 'nose']]","[['yeah', 'yeah', 'ill', 'try', 'that', 'and', 'yeah', 'i', 'think', 'it', 'definitely', 'hurts', 'when', 'i', 'when', 'i', 'move', 'my', 'or', 'point', 'my', 'toes', 'towards', 'my', 'nose']]"
turn_2037_D.wav,"OK. OK, so I think that was everything that I wanted to ask today on history. Was there anything else that that maybe I missed?",okay okay so i think that was everything that i wanted to ask today on history was there anything else that that maybe i missed,ok ok so i think that was everything that i wanted to ask today on history was there anything else that that maybe i missed,okay okay so i think that was everything that i wanted to ask today on history was there anything else that that maybe i missed,0.032520325203252036,0.08,0.08,0.15359999999999996,0.8464,23,2,0,0,"[[AlignmentChunk(type='substitute', ref_start_idx=0, ref_end_idx=2, hyp_start_idx=0, hyp_end_idx=2), AlignmentChunk(type='equal', ref_start_idx=2, ref_end_idx=25, hyp_start_idx=2, hyp_end_idx=25)]]","[['ok', 'ok', 'so', 'i', 'think', 'that', 'was', 'everything', 'that', 'i', 'wanted', 'to', 'ask', 'today', 'on', 'history', 'was', 'there', 'anything', 'else', 'that', 'that', 'maybe', 'i', 'missed']]","[['okay', 'okay', 'so', 'i', 'think', 'that', 'was', 'everything', 'that', 'i', 'wanted', 'to', 'ask', 'today', 'on', 'history', 'was', 'there', 'anything', 'else', 'that', 'that', 'maybe', 'i', 'missed']]"
turn_2038_P.wav,"No, I think that's all.",no i think that's all,no i think thats all,no i think thats all,0.0,0.0,0.0,0.0,1.0,5,0,0,0,"[[AlignmentChunk(type='equal', ref_start_idx=0, ref_end_idx=5, hyp_start_idx=0, hyp_end_idx=5)]]","[['no', 'i', 'think', 'thats', 'all']]","[['no', 'i', 'think', 'thats', 'all']]"
